Gene	numberofposfactors	txids	interpolyAdist
FBgn0030013	2	FBtr0303457_FBtr0345987	331
FBgn0030017	2	FBtr0071185,FBtr0331300_FBtr0340143	1108
FBgn0030018	2	FBtr0071184,FBtr0303842,FBtr0303844_FBtr0303843	450
FBgn0261873	2	FBtr0089975,FBtr0100375,FBtr0100376,FBtr0111034,FBtr0308217,FBtr0308218,FBtr0308219,FBtr0308220,FBtr0333721,FBtr0340141_FBtr0089974,FBtr0089978,FBtr0333720,FBtr0340142	1047
FBgn0030028	2	FBtr0071179_FBtr0307283	132
FBgn0030030	3	FBtr0339834_FBtr0071171_FBtr0339833	NA
FBgn0015519	2	FBtr0289988_FBtr0339652	6598
FBgn0030034	2	FBtr0071174_FBtr0343353	574
FBgn0261793	2	FBtr0112927,FBtr0330105,FBtr0333750,FBtr0333811_FBtr0300577,FBtr0330106	2816
FBgn0030037	2	FBtr0300383_FBtr0071246,FBtr0345986	468
FBgn0030038	2	FBtr0071197,FBtr0112961,FBtr0112962_FBtr0339438	328
FBgn0021767	2	FBtr0071244_FBtr0345983	150
FBgn0000360	2	FBtr0071204_FBtr0300448	137
FBgn0053181	2	FBtr0113451,FBtr0113453,FBtr0339824_FBtr0113452,FBtr0113454,FBtr0113455,FBtr0333144,FBtr0333145	929
FBgn0264975	5	FBtr0333522_FBtr0071207,FBtr0071209,FBtr0301762,FBtr0301764,FBtr0305914_FBtr0071208_FBtr0333523_FBtr0301763	NA
FBgn0030049	2	FBtr0071212,FBtr0071213,FBtr0112963,FBtr0331723,FBtr0331724_FBtr0112964,FBtr0331725	2539
FBgn0030050	2	FBtr0071232_FBtr0331726	44
FBgn0025864	2	FBtr0071219,FBtr0071220_FBtr0343356	805
FBgn0030055	2	FBtr0071221_FBtr0331728	210
FBgn0030058	2	FBtr0071224_FBtr0331456	223
FBgn0026411	2	FBtr0071279_FBtr0331732	721
FBgn0030065	2	FBtr0071253_FBtr0071254,FBtr0307271,FBtr0335034,FBtr0335035	648
FBgn0011661	2	FBtr0071272,FBtr0071271,FBtr0071270,FBtr0308194,FBtr0071277,FBtr0071278,FBtr0071273,FBtr0071276,FBtr0071275_FBtr0308193,FBtr0071269,FBtr0071274,FBtr0331601	611
FBgn0030067	2	FBtr0071255_FBtr0346163	297
FBgn0011586	3	FBtr0071266_FBtr0310067,FBtr0333604,FBtr0333605_FBtr0071267	NA
FBgn0261549	4	FBtr0302660,FBtr0302662,FBtr0302665,FBtr0344165,FBtr0344166_FBtr0302661,FBtr0302663,FBtr0302664_FBtr0333601_FBtr0333602	NA
FBgn0259734	2	FBtr0300000,FBtr0300001,FBtr0302905,FBtr0302906_FBtr0302907,FBtr0343357	1256
FBgn0265413	5	FBtr0339659_FBtr0339661_FBtr0339660_FBtr0340357_FBtr0340356	NA
FBgn0004856	2	FBtr0071350_FBtr0333809	448
FBgn0030090	2	FBtr0071349_FBtr0333304	1508
FBgn0004828	2	FBtr0071346,FBtr0071347,FBtr0071345_FBtr0340343	715
FBgn0026206	3	FBtr0071303,FBtr0340341_FBtr0333475_FBtr0333473,FBtr0333474	NA
FBgn0030105	2	FBtr0071309_FBtr0346164	98
FBgn0086367	2	FBtr0340327_FBtr0071335	343
FBgn0260789	2	FBtr0343367_FBtr0071332	177
FBgn0030114	3	FBtr0071315_FBtr0071314,FBtr0071316,FBtr0340121,FBtr0340122_FBtr0340123	NA
FBgn0028292	2	FBtr0071317_FBtr0346166	532
FBgn0052703	2	FBtr0302966_FBtr0071329,FBtr0302965	1907
FBgn0030122	2	FBtr0071319_FBtr0339949	301
FBgn0040236	2	FBtr0071326_FBtr0343368	330
FBgn0085478	3	FBtr0112755_FBtr0112754,FBtr0331304_FBtr0112753,FBtr0308591,FBtr0343028,FBtr0343029	NA
FBgn0261260	2	FBtr0343370,FBtr0343371,FBtr0302153_FBtr0343369	1354
FBgn0267253	2	FBtr0071373_FBtr0071374	3906
FBgn0054026	2	FBtr0100081_FBtr0343410	320
FBgn0028327	2	FBtr0071372_FBtr0343412	634
FBgn0030136	2	FBtr0071360_FBtr0343411	452
FBgn0261931	3	FBtr0303709_FBtr0303708,FBtr0332963_FBtr0303710	NA
FBgn0028341	2	FBtr0100192,FBtr0303559,FBtr0333427,FBtr0071406,FBtr0071405,FBtr0071404_FBtr0071407,FBtr0303558,FBtr0100193	2427
FBgn0261617	3	FBtr0071402,FBtr0302722_FBtr0333521_FBtr0302723	NA
FBgn0020378	2	FBtr0071381,FBtr0273354,FBtr0331335_FBtr0310290	571
FBgn0030151	2	FBtr0089383,FBtr0089384,FBtr0089386,FBtr0336922_FBtr0089385	173
FBgn0052698	2	FBtr0071386,FBtr0307489,FBtr0346170_FBtr0336923	6223
FBgn0052695	3	FBtr0071398_FBtr0343033_FBtr0346169	NA
FBgn0030162	2	FBtr0071395_FBtr0343031	729
FBgn0026415	2	FBtr0071393,FBtr0071394_FBtr0343030	293
FBgn0030164	2	FBtr0112969,FBtr0336905,FBtr0336906_FBtr0071408	245
FBgn0263216	2	FBtr0307592,FBtr0307593_FBtr0307591	708
FBgn0052694	2	FBtr0071410,FBtr0307380,FBtr0307382,FBtr0340479_FBtr0071411,FBtr0071412,FBtr0307381	3876
FBgn0263132	2	FBtr0307372,FBtr0307373,FBtr0307374_FBtr0307369,FBtr0307370,FBtr0307371,FBtr0307375	5526
FBgn0005391	2	FBtr0071424_FBtr0339648	65
FBgn0030174	3	FBtr0071421,FBtr0071422,FBtr0309221_FBtr0309219_FBtr0071423,FBtr0309220	NA
FBgn0052685	3	FBtr0308584_FBtr0308582_FBtr0071489,FBtr0308583	NA
FBgn0030177	2	FBtr0071430_FBtr0340473	208
FBgn0083940	2	FBtr0110782_FBtr0110783,FBtr0343017	10551
FBgn0030183	2	FBtr0071487,FBtr0112974_FBtr0332900,FBtr0332899,FBtr0332898	1301
FBgn0028342	3	FBtr0071438_FBtr0332896_FBtr0343981	NA
FBgn0040941	2	FBtr0332897_FBtr0300073	93
FBgn0085437	2	FBtr0071439,FBtr0112675,FBtr0114584,FBtr0114585,FBtr0343022,FBtr0343024,FBtr0343025,FBtr0343026,FBtr0343027_FBtr0343023	193
FBgn0263220	3	FBtr0307877,FBtr0331337,FBtr0331338,FBtr0307878,FBtr0307876,FBtr0307880,FBtr0307881_FBtr0307879_FBtr0331336	NA
FBgn0259170	3	FBtr0331759,FBtr0299632_FBtr0299633,FBtr0300513,FBtr0300514,FBtr0300515,FBtr0300516_FBtr0300512,FBtr0300511	NA
FBgn0028331	3	FBtr0347008_FBtr0071470_FBtr0347009	NA
FBgn0030196	2	FBtr0071465_FBtr0333306,FBtr0346350	518
FBgn0000711	2	FBtr0071446,FBtr0071447_FBtr0333305	1752
FBgn0083167	2	FBtr0071449_FBtr0332952	577
FBgn0261710	2	FBtr0071460,FBtr0307488,FBtr0071461_FBtr0332953	1953
FBgn0085443	4	FBtr0112689_FBtr0310291,FBtr0112688,FBtr0310439_FBtr0310292,FBtr0310293,FBtr0310438,FBtr0336904,FBtr0310295,FBtr0310296_FBtr0112690,FBtr0336902,FBtr0336903	NA
FBgn0030218	2	FBtr0071510_FBtr0310444	313
FBgn0263072	2	FBtr0307021,FBtr0332390_FBtr0307022	1272
FBgn0052677	2	FBtr0071493,FBtr0343042_FBtr0343041	321
FBgn0052676	2	FBtr0071503_FBtr0333017	1952
FBgn0003204	2	FBtr0071494,FBtr0071495,FBtr0343043_FBtr0332294	291
FBgn0030228	2	FBtr0071497_FBtr0334456	455
FBgn0030234	2	FBtr0112976,FBtr0112977,FBtr0343639_FBtr0073376,FBtr0112975	203
FBgn0003360	2	FBtr0073423,FBtr0073421,FBtr0073422,FBtr0346384_FBtr0073424	100
FBgn0262735	7	FBtr0073419_FBtr0073420,FBtr0305149,FBtr0073417,FBtr0305150,FBtr0301409,FBtr0346315_FBtr0073413_FBtr0073415_FBtr0073418_FBtr0073416_FBtr0073414	NA
FBgn0030243	2	FBtr0073381_FBtr0332961	2666
FBgn0030244	2	FBtr0073382_FBtr0339835	33
FBgn0030245	3	FBtr0073406,FBtr0339836_FBtr0073408,FBtr0346382_FBtr0073407	NA
FBgn0030246	2	FBtr0073403_FBtr0339768	207
FBgn0264502	2	FBtr0332933,FBtr0344828_FBtr0332932	2139
FBgn0259241	2	FBtr0299861_FBtr0299862	68168
FBgn0030258	2	FBtr0073396,FBtr0073397_FBtr0346272	183
FBgn0030261	2	FBtr0073392_FBtr0346297	282
FBgn0030262	2	FBtr0073427_FBtr0346279	112
FBgn0027498	2	FBtr0073429,FBtr0073431_FBtr0332383	287
FBgn0259101	2	FBtr0299513_FBtr0299514,FBtr0332384	1058
FBgn0030268	3	FBtr0073476_FBtr0073475_FBtr0073479,FBtr0073477,FBtr0073478,FBtr0346270	NA
FBgn0030271	2	FBtr0073438_FBtr0307187	195
FBgn0020255	2	FBtr0073471,FBtr0340165_FBtr0073472,FBtr0340164	467
FBgn0030276	2	FBtr0073441_FBtr0073443,FBtr0073444	1474
FBgn0265595	4	FBtr0340337,FBtr0340339_FBtr0340335,FBtr0340340_FBtr0340336_FBtr0340338	NA
FBgn0030289	2	FBtr0307491_FBtr0290227	297
FBgn0030293	2	FBtr0073453,FBtr0340050_FBtr0340049	239
FBgn0027359	2	FBtr0073482_FBtr0343640	100
FBgn0001624	5	FBtr0073483,FBtr0073491,FBtr0073492,FBtr0302114,FBtr0333263_FBtr0073485,FBtr0073486,FBtr0073487,FBtr0073488,FBtr0073489,FBtr0073490,FBtr0301289,FBtr0330390_FBtr0308088_FBtr0308089,FBtr0333261_FBtr0112812,FBtr0112813,FBtr0333262	NA
FBgn0001145	2	FBtr0073495_FBtr0073494,FBtr0073496,FBtr0343561,FBtr0343562,FBtr0343563	205
FBgn0262740	3	FBtr0073546,FBtr0300732_FBtr0332620,FBtr0300733_FBtr0073547	NA
FBgn0030301	3	FBtr0073500_FBtr0332619_FBtr0073499	NA
FBgn0030304	2	FBtr0073503_FBtr0346268	127
FBgn0030306	3	FBtr0340293_FBtr0073506_FBtr0340294	NA
FBgn0030309	2	FBtr0339694,FBtr0073544,FBtr0073543_FBtr0339693	235
FBgn0002948	2	FBtr0340297_FBtr0073516	170
FBgn0030318	2	FBtr0073519_FBtr0073518	288
FBgn0030320	2	FBtr0306133,FBtr0306134,FBtr0306135_FBtr0073536	204
FBgn0266421	2	FBtr0073535_FBtr0343586	132
FBgn0002723	2	FBtr0073521_FBtr0343585	1332
FBgn0004370	2	FBtr0073522,FBtr0330392_FBtr0273235,FBtr0330393,FBtr0330394,FBtr0331406	1085
FBgn0030328	2	FBtr0345164,FBtr0303336,FBtr0333796,FBtr0073617,FBtr0073618,FBtr0303337,FBtr0073616,FBtr0303338,FBtr0303339,FBtr0333797_FBtr0073619,FBtr0073615	704
FBgn0030334	2	FBtr0073556_FBtr0073557,FBtr0346276,FBtr0346277	343
FBgn0000259	6	FBtr0073560,FBtr0073561,FBtr0100540,FBtr0299569,FBtr0308085_FBtr0307896_FBtr0333204_FBtr0073558_FBtr0308084_FBtr0073562	NA
FBgn0030336	2	FBtr0345160,FBtr0073607_FBtr0339749	849
FBgn0266019	4	FBtr0305604_FBtr0305606_FBtr0305603,FBtr0333015_FBtr0305605	NA
FBgn0030339	2	FBtr0073565_FBtr0333016	122
FBgn0030341	2	FBtr0334455_FBtr0073604	440
FBgn0030342	2	FBtr0073603_FBtr0073602	43
FBgn0030343	2	FBtr0273257_FBtr0334454	927
FBgn0030354	2	FBtr0342744_FBtr0073596	449
FBgn0250871	2	FBtr0073594_FBtr0073595,FBtr0305609	875
FBgn0030357	2	FBtr0302182,FBtr0073591_FBtr0331748	1643
FBgn0263111	4	FBtr0332391,FBtr0307313,FBtr0307314,FBtr0307316,FBtr0307318,FBtr0307319,FBtr0307321,FBtr0307322,FBtr0307323,FBtr0307324,FBtr0308609_FBtr0307325_FBtr0307317,FBtr0307320_FBtr0307315	NA
FBgn0030361	2	FBtr0073579_FBtr0346737	289
FBgn0030362	2	FBtr0073575,FBtr0073576,FBtr0073578_FBtr0073577	317
FBgn0030366	2	FBtr0342732_FBtr0073641	750
FBgn0267001	2	FBtr0299858,FBtr0299859,FBtr0299860,FBtr0300201,FBtr0300203,FBtr0308221,FBtr0308222,FBtr0308223,FBtr0346335_FBtr0310078,FBtr0346129	3049
FBgn0259143	2	FBtr0299559,FBtr0339839_FBtr0299558,FBtr0339840	934
FBgn0264542	2	FBtr0346131_FBtr0333155,FBtr0333156,FBtr0333154	765
FBgn0030400	3	FBtr0273245_FBtr0073662_FBtr0331718	NA
FBgn0041203	3	FBtr0301830_FBtr0301831,FBtr0073659_FBtr0073661,FBtr0073660	NA
FBgn0052654	2	FBtr0113444,FBtr0340105_FBtr0113445,FBtr0310304,FBtr0340104,FBtr0340106	2203
FBgn0030406	2	FBtr0310434,FBtr0346381_FBtr0073657	292
FBgn0030412	2	FBtr0307898,FBtr0340407_FBtr0073678,FBtr0300375,FBtr0307899,FBtr0307900,FBtr0340406	101
FBgn0015024	2	FBtr0073682,FBtr0300380,FBtr0340408,FBtr0345162,FBtr0345163_FBtr0073680	559
FBgn0011837	2	FBtr0073683,FBtr0345165_FBtr0333756	2852
FBgn0265523	2	FBtr0333766,FBtr0333765_FBtr0333767,FBtr0333768	1798
FBgn0030418	3	FBtr0073687,FBtr0333722_FBtr0340411,FBtr0346128_FBtr0073686	NA
FBgn0020513	2	FBtr0073705_FBtr0333799	724
FBgn0030421	2	FBtr0073688_FBtr0073689,FBtr0333176	1873
FBgn0052647	4	FBtr0073703_FBtr0073702_FBtr0340412_FBtr0346126	NA
FBgn0259171	2	FBtr0333524,FBtr0299635,FBtr0330395_FBtr0333525	5577
FBgn0030433	2	FBtr0073691_FBtr0343185	100
FBgn0030435	2	FBtr0073692,FBtr0343649_FBtr0346316	173
FBgn0086675	3	FBtr0073712,FBtr0308694_FBtr0306738_FBtr0113493,FBtr0306739,FBtr0333319,FBtr0333320,FBtr0343650,FBtr0343651	NA
FBgn0030437	2	FBtr0343652_FBtr0073753	678
FBgn0052642	2	FBtr0305598_FBtr0346281	54
FBgn0030443	2	FBtr0073750_FBtr0343602	148
FBgn0010303	3	FBtr0073748_FBtr0073747,FBtr0330397_FBtr0330396,FBtr0340303	NA
FBgn0263005	2	FBtr0306847_FBtr0346130	545
FBgn0030451	2	FBtr0073723,FBtr0344608_FBtr0339676	4275
FBgn0030452	2	FBtr0073724,FBtr0339678_FBtr0339677	274
FBgn0030457	2	FBtr0073727,FBtr0340298_FBtr0340299	1155
FBgn0029133	2	FBtr0073730_FBtr0310646	433
FBgn0004456	2	FBtr0310647,FBtr0310648,FBtr0340190,FBtr0073731,FBtr0330398_FBtr0073732	747
FBgn0041210	3	FBtr0073798,FBtr0301299,FBtr0308576_FBtr0301298,FBtr0333332,FBtr0333333,FBtr0333334_FBtr0333331	NA
FBgn0266375	2	FBtr0344168_FBtr0344169,FBtr0344170,FBtr0344171,FBtr0346133,FBtr0346134	234
FBgn0010198	2	FBtr0073793,FBtr0073795,FBtr0300828,FBtr0073792_FBtr0073794	136
FBgn0030479	3	FBtr0304001_FBtr0073790_FBtr0339838	NA
FBgn0265416	2	FBtr0339702_FBtr0339703	7656
FBgn0030495	2	FBtr0073785,FBtr0332297_FBtr0331736,FBtr0332298	241
FBgn0052633	2	FBtr0310431_FBtr0073800	485
FBgn0086674	3	FBtr0073803,FBtr0113443,FBtr0330399_FBtr0310432,FBtr0333723_FBtr0310433	NA
FBgn0004169	2	FBtr0345131,FBtr0073853,FBtr0340618,FBtr0340617,FBtr0073851,FBtr0100561,FBtr0100563,FBtr0301919,FBtr0301920,FBtr0301921,FBtr0301922,FBtr0308233,FBtr0310137,FBtr0310138,FBtr0073852,FBtr0301923,FBtr0310136_FBtr0308234	103
FBgn0030504	2	FBtr0073848_FBtr0340191	68
FBgn0030505	3	FBtr0301451_FBtr0073808,FBtr0112980,FBtr0301450,FBtr0340396,FBtr0345127_FBtr0301449	NA
FBgn0030507	2	FBtr0073809_FBtr0340397	279
FBgn0030508	2	FBtr0073810,FBtr0340398_FBtr0332888	1757
FBgn0030510	2	FBtr0340399,FBtr0346119_FBtr0073846	398
FBgn0030512	2	FBtr0073845,FBtr0343352_FBtr0073844	173
FBgn0265726	2	FBtr0340671,FBtr0340672,FBtr0340673,FBtr0340674,FBtr0340675,FBtr0340676,FBtr0340677_FBtr0340678,FBtr0340679,FBtr0340680	3400
FBgn0001087	2	FBtr0073842_FBtr0331710,FBtr0331709	318
FBgn0030519	2	FBtr0073819_FBtr0331719	851
FBgn0030520	2	FBtr0073840_FBtr0112981,FBtr0331711,FBtr0331712	1063
FBgn0004047	2	FBtr0073821_FBtr0346090	380
FBgn0003218	4	FBtr0331717,FBtr0340289_FBtr0301532_FBtr0073823,FBtr0301533,FBtr0301534,FBtr0301535_FBtr0073822,FBtr0100194,FBtr0100195,FBtr0331716	NA
FBgn0030521	2	FBtr0073838_FBtr0346091	169
FBgn0261244	2	FBtr0073826_FBtr0073825,FBtr0290302,FBtr0290303,FBtr0340290,FBtr0340291	3866
FBgn0030529	2	FBtr0346089_FBtr0073835	490
FBgn0030530	2	FBtr0073834,FBtr0303418,FBtr0303419_FBtr0340292	289
FBgn0267033	6	FBtr0346007_FBtr0346005,FBtr0346004_FBtr0346006_FBtr0346003_FBtr0346002_FBtr0346001	NA
FBgn0000173	2	FBtr0300566_FBtr0073855,FBtr0307296,FBtr0332843,FBtr0332844	1038
FBgn0040153	2	FBtr0073927_FBtr0333428,FBtr0333429	1948
FBgn0259166	2	FBtr0299614_FBtr0299615	4222
FBgn0002873	2	FBtr0308326,FBtr0332621_FBtr0308325,FBtr0308327,FBtr0308328,FBtr0308329,FBtr0332622	3343
FBgn0030558	2	FBtr0073908_FBtr0339497	535
FBgn0002917	2	FBtr0344823_FBtr0344822	242
FBgn0030575	2	FBtr0343596_FBtr0290021	487
FBgn0015774	2	FBtr0302016,FBtr0331596,FBtr0073940,FBtr0302017,FBtr0304874,FBtr0304875_FBtr0302018	1574
FBgn0015010	2	FBtr0073937_FBtr0305582,FBtr0333658	435
FBgn0030581	3	FBtr0339447_FBtr0073990,FBtr0305580,FBtr0339446_FBtr0340466	NA
FBgn0030582	2	FBtr0300432,FBtr0300433_FBtr0073946,FBtr0073947	375
FBgn0264078	4	FBtr0073954_FBtr0330214,FBtr0347266_FBtr0073949,FBtr0073950,FBtr0073951,FBtr0073952,FBtr0300434,FBtr0300435,FBtr0330216,FBtr0330217_FBtr0330215	NA
FBgn0030593	2	FBtr0073979_FBtr0343381	108
FBgn0030595	2	FBtr0343379_FBtr0073977	292
FBgn0027601	2	FBtr0073972,FBtr0308838,FBtr0343521_FBtr0303294	370
FBgn0000535	2	FBtr0303285,FBtr0310014,FBtr0310015_FBtr0073955,FBtr0111009,FBtr0303286,FBtr0310016	10747
FBgn0030600	2	FBtr0073970_FBtr0346087	557
FBgn0052594	2	FBtr0310270_FBtr0073956,FBtr0073957	7646
FBgn0030605	2	FBtr0073960,FBtr0340425_FBtr0340424	378
FBgn0264389	2	FBtr0073968_FBtr0340429	616
FBgn0030608	2	FBtr0073967,FBtr0110968,FBtr0340427,FBtr0340428_FBtr0346060	2336
FBgn0053178	2	FBtr0073963,FBtr0340426_FBtr0346085	240
FBgn0030613	2	FBtr0307210_FBtr0307207,FBtr0307208,FBtr0307209,FBtr0330400,FBtr0330401,FBtr0346798	3045
FBgn0030616	2	FBtr0330403_FBtr0074027	731
FBgn0030625	2	FBtr0340433_FBtr0074001,FBtr0074002	525
FBgn0004924	3	FBtr0074006_FBtr0074005,FBtr0308699_FBtr0100294,FBtr0340434	NA
FBgn0026428	2	FBtr0307384_FBtr0074008,FBtr0074009,FBtr0074010,FBtr0301774,FBtr0307383,FBtr0330405	1268
FBgn0000028	3	FBtr0074015,FBtr0100326,FBtr0290063,FBtr0290064,FBtr0305189,FBtr0305190,FBtr0305192,FBtr0305193,FBtr0305194,FBtr0305195,FBtr0305196_FBtr0100328_FBtr0305191	NA
FBgn0030634	2	FBtr0074014,FBtr0343351_FBtr0074012	268
FBgn0263257	2	FBtr0308310_FBtr0345071,FBtr0308308,FBtr0308309,FBtr0345072	19695
FBgn0014455	2	FBtr0074030,FBtr0332590_FBtr0346181	521
FBgn0030648	2	FBtr0074040_FBtr0074039,FBtr0310060,FBtr0310061	2232
FBgn0027287	2	FBtr0074042,FBtr0074043_FBtr0343525	440
FBgn0022710	3	FBtr0074073_FBtr0332497_FBtr0100142	NA
FBgn0030654	2	FBtr0340349_FBtr0074072	281
FBgn0030655	2	FBtr0340348_FBtr0074071	183
FBgn0030660	2	FBtr0074047_FBtr0340344	231
FBgn0003463	2	FBtr0074063,FBtr0331760_FBtr0340346	1293
FBgn0030671	2	FBtr0074054_FBtr0344214	75
FBgn0030672	2	FBtr0340308_FBtr0074057,FBtr0074056	640
FBgn0030673	2	FBtr0074055,FBtr0339683,FBtr0339684_FBtr0339685	123
FBgn0030674	2	FBtr0074082,FBtr0339686,FBtr0339690_FBtr0339687,FBtr0339688,FBtr0339689,FBtr0340304	447
FBgn0030683	2	FBtr0074087_FBtr0346188	517
FBgn0030692	2	FBtr0074094_FBtr0346193	249
FBgn0003345	4	FBtr0310312,FBtr0310313_FBtr0074099,FBtr0074100,FBtr0074101,FBtr0112824,FBtr0112825,FBtr0112826,FBtr0112827,FBtr0301543,FBtr0301544,FBtr0308128,FBtr0308129,FBtr0308130,FBtr0308133,FBtr0308134,FBtr0310311,FBtr0340115_FBtr0308132_FBtr0308131,FBtr0346799	NA
FBgn0030699	3	FBtr0340116_FBtr0074104_FBtr0346189	NA
FBgn0026076	2	FBtr0074175_FBtr0074174,FBtr0300787	584
FBgn0001105	3	FBtr0074107_FBtr0074106,FBtr0074110,FBtr0074111,FBtr0331597,FBtr0346794_FBtr0074108	NA
FBgn0030701	2	FBtr0074114,FBtr0074115,FBtr0074116,FBtr0300801_FBtr0340041	77
FBgn0260938	2	FBtr0074167,FBtr0310066,FBtr0340414_FBtr0310065	315
FBgn0003392	4	FBtr0074118,FBtr0074119,FBtr0074121,FBtr0074122,FBtr0111036,FBtr0111037,FBtr0301597_FBtr0333718_FBtr0074123,FBtr0074124,FBtr0301594,FBtr0301595,FBtr0301596_FBtr0333717,FBtr0340413	NA
FBgn0030706	2	FBtr0074125,FBtr0340309_FBtr0301666	443
FBgn0053180	2	FBtr0074162,FBtr0303645,FBtr0303647,FBtr0303648,FBtr0340311_FBtr0303646	1529
FBgn0045073	3	FBtr0345134_FBtr0308705,FBtr0074159_FBtr0303567	NA
FBgn0030711	2	FBtr0074132_FBtr0342745	362
FBgn0259110	2	FBtr0299534_FBtr0299535,FBtr0307540,FBtr0307541,FBtr0310306,FBtr0310307,FBtr0340310,FBtr0307542	11382
FBgn0030716	2	FBtr0074153,FBtr0074154_FBtr0346191	136
FBgn0030718	2	FBtr0074151_FBtr0340417	376
FBgn0030719	2	FBtr0074150,FBtr0074144,FBtr0074145,FBtr0074146,FBtr0074148,FBtr0074149_FBtr0074147	158
FBgn0000611	2	FBtr0074135,FBtr0074137_FBtr0333322,FBtr0333323	513
FBgn0003969	2	FBtr0074140,FBtr0074141,FBtr0074142,FBtr0074143,FBtr0340416_FBtr0340415	277
FBgn0028397	3	FBtr0310317,FBtr0074255_FBtr0310446_FBtr0301652	NA
FBgn0042650	2	FBtr0310303,FBtr0074251,FBtr0310301_FBtr0310302	721
FBgn0000459	2	FBtr0100384_FBtr0074250	176
FBgn0027521	2	FBtr0074222_FBtr0336977	455
FBgn0030738	2	FBtr0112992_FBtr0336976	284
FBgn0052579	2	FBtr0074225,FBtr0331754_FBtr0331755	648
FBgn0011764	4	FBtr0089262,FBtr0289960_FBtr0339766_FBtr0089259,FBtr0089260,FBtr0089261_FBtr0089263	NA
FBgn0004227	2	FBtr0074232,FBtr0100586_FBtr0340313,FBtr0074233	3021
FBgn0004598	2	FBtr0074261,FBtr0074262,FBtr0074263,FBtr0074264,FBtr0074265,FBtr0074266,FBtr0301300,FBtr0301301_FBtr0074267	237
FBgn0010416	2	FBtr0340315_FBtr0074305	330
FBgn0030747	2	FBtr0074272,FBtr0308604_FBtr0308605	248
FBgn0030749	3	FBtr0074303,FBtr0074302_FBtr0334038,FBtr0334041_FBtr0334040,FBtr0334039,FBtr0334042	NA
FBgn0030752	2	FBtr0074301_FBtr0343350	1727
FBgn0030753	2	FBtr0074278_FBtr0343349	150
FBgn0261609	2	FBtr0074300_FBtr0343016	319
FBgn0262734	2	FBtr0074281,FBtr0343632,FBtr0343633_FBtr0074279,FBtr0074280	1357
FBgn0264255	3	FBtr0074298,FBtr0111022,FBtr0111023,FBtr0290121,FBtr0303655,FBtr0303656,FBtr0303657,FBtr0303658,FBtr0303659,FBtr0303660,FBtr0303661,FBtr0303662,FBtr0303663,FBtr0303664,FBtr0303665,FBtr0303666,FBtr0303667,FBtr0303668,FBtr0303669,FBtr0303670,FBtr0303671,FBtr0303672,FBtr0303673,FBtr0303674,FBtr0303675,FBtr0303676,FBtr0303677,FBtr0303678,FBtr0303680,FBtr0303681,FBtr0303682,FBtr0303683,FBtr0303684,FBtr0303685,FBtr0303686,FBtr0303688,FBtr0303689,FBtr0303690,FBtr0303691,FBtr0303692,FBtr0303693,FBtr0303694,FBtr0303695,FBtr0303696,FBtr0303697,FBtr0303698,FBtr0303699,FBtr0303700,FBtr0303701,FBtr0303702,FBtr0303703,FBtr0303704,FBtr0303705,FBtr0303706,FBtr0303707,FBtr0331170,FBtr0344944_FBtr0303679,FBtr0303687_FBtr0342746	NA
FBgn0030757	2	FBtr0074296_FBtr0334035	1446
FBgn0011742	2	FBtr0310673,FBtr0074295_FBtr0112868	495
FBgn0030758	4	FBtr0074292_FBtr0332870_FBtr0074293_FBtr0305198	NA
FBgn0267384	2	FBtr0074283_FBtr0340157	451
FBgn0026181	3	FBtr0340153_FBtr0074286,FBtr0340151_FBtr0340152	NA
FBgn0010412	2	FBtr0074311,FBtr0074312,FBtr0074313,FBtr0345129_FBtr0340149	329
FBgn0261791	2	FBtr0112993_FBtr0074377	51
FBgn0030766	2	FBtr0074314_FBtr0340150	612
FBgn0260238	2	FBtr0346519_FBtr0300651	1227
FBgn0030778	2	FBtr0300034,FBtr0300035_FBtr0300032,FBtr0300033,FBtr0308847,FBtr0339827,FBtr0339828,FBtr0339829	666
FBgn0030775	2	FBtr0074362_FBtr0339830	87
FBgn0052568	2	FBtr0301043_FBtr0343362	279
FBgn0030789	2	FBtr0074355_FBtr0344090	48
FBgn0030790	3	FBtr0074332_FBtr0305899_FBtr0347029	NA
FBgn0030791	2	FBtr0306801,FBtr0074354_FBtr0074353	614
FBgn0030797	2	FBtr0304152_FBtr0074351,FBtr0112996,FBtr0308682	436
FBgn0024941	2	FBtr0074350_FBtr0307538	2719
FBgn0030801	2	FBtr0074341_FBtr0342976	753
FBgn0030803	2	FBtr0310519_FBtr0074342	132
FBgn0027556	3	FBtr0342973_FBtr0074344_FBtr0074345	NA
FBgn0030805	2	FBtr0074418_FBtr0342974	252
FBgn0030808	2	FBtr0110990_FBtr0290096	239
FBgn0030809	2	FBtr0074415,FBtr0308839_FBtr0346190	713
FBgn0030812	2	FBtr0310525,FBtr0304839,FBtr0310524,FBtr0074412,FBtr0330596_FBtr0304840	301
FBgn0030813	2	FBtr0074381_FBtr0343333	330
FBgn0002709	3	FBtr0100639_FBtr0303847,FBtr0100640_FBtr0299823	NA
FBgn0030828	2	FBtr0074393_FBtr0340616	151
FBgn0030833	2	FBtr0074447_FBtr0339780	799
FBgn0030836	2	FBtr0074445_FBtr0339779	859
FBgn0027602	2	FBtr0074439,FBtr0340619_FBtr0074440	528
